key,company,ticker,date
4661,FEI Co. (NASDAQ:FEIC),NASDAQ:FEIC,2015-10-27 17:00:00
4662,KKR & Co. LP (NYSE:KKR),NYSE:KKR,2015-10-27 17:00:00
4663,Artisan Partners Asset Management (NYSE:APAM),NYSE:APAM,2015-10-27 11:00:00
4664,Marine Products Corporation (NYSE:MPX),NYSE:MPX,2015-10-28 08:00:00
4665,SMTC Corporation (NASDAQ:SMTX),NASDAQ:SMTX,2015-10-28 08:30:00
4666,Deluxe Corporation (NYSE:DLX),NYSE:DLX,2015-10-22 11:00:00
4667,Westinghouse Air Brake Technologies Corporation (NYSE:WAB),NYSE:WAB,2015-10-22 10:00:00
4668,"Eagle Bancorp, Inc. (NASDAQ:EGBN)",NASDAQ:EGBN,2015-10-22 10:00:00
4669,Lazard Ltd. (NYSE:LAZ),NYSE:LAZ,2015-10-22 08:00:00
4670,Sequans Communications (NYSE:SQNS),NYSE:SQNS,2015-10-22 08:00:00
4671,"ServiceNow, Inc. (NYSE:NOW)",NYSE:NOW,2015-10-21 17:00:00
4672,Terex Corp. (NYSE:TEX),NYSE:TEX,2015-10-21 08:30:00
4673,"Southwest Bancorp, Inc. (NASDAQ:OKSB)",NASDAQ:OKSB,2015-10-21 09:30:00
4674,Preferred Bank (NASDAQ:PFBC),NASDAQ:PFBC,2015-10-20 14:00:00
4675,Genuine Parts Company (NYSE:GPC),NYSE:GPC,2015-10-19 11:00:00
4676,Straight Path Communications Inc. (NYSEMKT:STRP),NYSEMKT:STRP,2015-10-15 16:30:00
4677,"Advanced Micro Devices, Inc. (NASDAQ:AMD)",NASDAQ:AMD,2015-10-15 17:00:00
4678,"W.W. Grainger, Inc. (NYSE:GWW)",NYSE:GWW,2015-10-16 07:30:00
4679,Schlumberger Limited (NYSE:SLB),NYSE:SLB,2015-10-16 09:00:00
4680,"Suntrust Banks, Inc. (NYSE:STI)",NYSE:STI,2015-10-16 09:00:00
4681,Comerica Inc. (NYSE:CMA),NYSE:CMA,2015-10-16 08:00:00
4682,Synchrony Financial (NYSE:SYF),NYSE:SYF,2015-10-16 10:30:00
4683,"Honeywell International, Inc. (NYSE:HON)",NYSE:HON,2015-10-16 09:30:00
4684,Independent Bank Corp. (NASDAQ:INDB),NASDAQ:INDB,2015-10-16 10:00:00
4685,General Electric Company (NYSE:GE),NYSE:GE,2015-10-16 08:30:00
4686,Acme United Corporation (NYSEMKT:ACU),NYSEMKT:ACU,2015-10-16 12:00:00
4687,Western Alliance Bancorporation (NYSE:WAL),NYSE:WAL,2015-10-16 12:00:00
4688,CoBiz Financial Inc. (NASDAQ:COBZ),NASDAQ:COBZ,2015-10-16 11:00:00
4689,Bank of Marin Bancorp (NASDAQ:BMRC),NASDAQ:BMRC,2015-10-15 13:30:00
4690,"MB Financial, Inc. (NASDAQ:MBFI)",NASDAQ:MBFI,2015-10-16 13:00:00
4691,"EastGroup Properties, Inc. (NYSE:EGP)",NYSE:EGP,2015-10-16 11:00:00
4692,Kansas City Southern (NYSE:KSU),NYSE:KSU,2015-10-16 08:45:00
4693,Synergy Resources Corporation (NYSEMKT:SYRG),NYSEMKT:SYRG,2015-10-16 11:00:00
4694,PetMed Express Inc. (NASDAQ:PETS),NASDAQ:PETS,2015-10-19 08:00:00
4695,"Hasbro, Inc. (NASDAQ:HAS)",NASDAQ:HAS,2015-10-19 08:30:00
4696,Lennox International Inc. (NYSE:LII),NYSE:LII,2015-10-19 09:30:00
4697,Halliburton Company (NYSE:HAL),NYSE:HAL,2015-10-19 09:00:00
4698,Morgan Stanley (NYSE:MS),NYSE:MS,2015-10-19 08:30:00
4699,"Valeant Pharmaceuticals International, Inc. (NYSE:VRX)",NYSE:VRX,2015-10-19 08:00:00
4700,M&T Bank Corporation (NYSE:MTB),NYSE:MTB,2015-10-19 09:30:00
4701,"ServisFirst Bancshares, Inc. (NASDAQ:SFBS)",NASDAQ:SFBS,2015-10-19 17:15:00
4702,"Rambus, Inc. (NASDAQ:RMBS)",NASDAQ:RMBS,2015-10-19 05:00:00
4703,International Business Machines Corp. (NYSE:IBM),NYSE:IBM,2015-10-19 17:00:00
4704,Sonic Corp. (NASDAQ:SONC),NASDAQ:SONC,2015-10-19 17:00:00
4705,GigOptix (NYSEMKT:GIG),NYSEMKT:GIG,2015-10-19 17:00:00
4706,Zions Bancorporation (NASDAQ:ZION),NASDAQ:ZION,2015-10-19 17:30:00
4707,"Hawaiian Holdings, Inc. (NASDAQ:HA)",NASDAQ:HA,2015-10-19 17:00:00
4708,SAP AG (NYSE:SAP),NYSE:SAP,2015-10-20 08:00:00
4709,InterContinental Hotels Group PLC (NYSE:IHG),NYSE:IHG,2015-10-20 09:00:00
4710,"Tile Shop Holdings, Inc. (NASDAQ:TTS)",NASDAQ:TTS,2015-10-20 09:00:00
4711,Verizon Communications Inc. (NYSE:VZ),NYSE:VZ,2015-10-20 08:30:00
4712,Brookfield Canada Office Properties (NYSE:BOXC),NYSE:BOXC,2015-10-20 09:00:00
4713,Sify Technologies Limited (NASDAQ:SIFY),NASDAQ:SIFY,2015-10-20 08:30:00
4714,Signature Bank (NASDAQ:SBNY),NASDAQ:SBNY,2015-10-20 10:00:00
4715,"Brinker International, Inc. (NYSE:EAT)",NYSE:EAT,2015-10-20 10:00:00
4716,"Washington Trust Bancorp, Inc. (NASDAQ:WASH)",NASDAQ:WASH,2015-10-20 08:30:00
4717,Crown Holdings Inc. (NYSE:CCK),NYSE:CCK,2015-10-20 09:00:00
4718,"Allegheny Technologies, Inc. (NYSE:ATI)",NYSE:ATI,2015-10-20 08:30:00
4719,Mercantile Bank Corp. (NASDAQ:MBWM),NASDAQ:MBWM,2015-10-20 10:00:00
4720,Omnicom Group Inc. (NYSE:OMC),NYSE:OMC,2015-10-20 08:30:00
4721,Union Bankshares Corporation (NASDAQ:UBSH),NASDAQ:UBSH,2015-10-20 09:00:00
4722,"Harley-Davidson, Inc. (NYSE:HOG)",NYSE:HOG,2015-10-20 09:00:00
4723,"Helix Energy Solutions Group, Inc. (NYSE:HLX)",NYSE:HLX,2015-10-20 10:00:00
4724,Six Flags Entertainment Corp. (NYSE:SIX),NYSE:SIX,2015-10-20 09:00:00
4725,Amsurg Corp. (NASDAQ:AMSG),NASDAQ:AMSG,2015-10-20 08:30:00
4726,United Technologies Corp. (NYSE:UTX),NYSE:UTX,2015-10-20 08:30:00
4727,"Brown & Brown, Inc. (NYSE:BRO)",NYSE:BRO,2015-10-20 08:00:00
4728,Pentair Plc (NYSE:PNR),NYSE:PNR,2015-10-20 09:00:00
4729,The Bank of New York Mellon Corporation (NYSE:BK),NYSE:BK,2015-10-20 08:00:00
4730,"The Travelers Companies, Inc. (NYSE:TRV)",NYSE:TRV,2015-10-20 09:00:00
4731,Volaris Aviation (NYSE:VLRS),NYSE:VLRS,2015-10-20 10:00:00
4732,Synovus Financial Corp. (NYSE:SNV),NYSE:SNV,2015-10-20 08:30:00
4733,Celanese Corp. (NYSE:CE),NYSE:CE,2015-10-20 10:00:00
4734,"Badger Meter, Inc. (NYSE:BMI)",NYSE:BMI,2015-10-20 11:00:00
4735,"S&T Bancorp, Inc. (NASDAQ:STBA)",NASDAQ:STBA,2015-10-20 13:00:00
4736,Fifth Third Bancorp (NASDAQ:FITB),NASDAQ:FITB,2015-10-20 09:00:00
4737,First Defiance Financial Corp. (NASDAQ:FDEF),NASDAQ:FDEF,2015-10-20 11:00:00
4738,America Movil SAB de CV (NYSE:AMX),NYSE:AMX,2015-10-20 10:00:00
4739,Regions Financial Corp. (NYSE:RF),NYSE:RF,2015-10-20 11:00:00
4740,"TEGNA, Inc. (NYSE:TGNA)",NYSE:TGNA,2015-10-20 10:00:00
4741,"Steel Dynamics, Inc. (NASDAQ:STLD)",NASDAQ:STLD,2015-10-20 10:00:00
4742,IDEX Corporation. (NYSE:IEX),NYSE:IEX,2015-10-20 10:30:00
4743,"Equity Lifestyle Properties, Inc. (NYSE:ELS)",NYSE:ELS,2015-10-20 11:00:00
4744,"HealthStream, Inc. (NASDAQ:HSTM)",NASDAQ:HSTM,2015-10-20 09:00:00
4745,"Wolverine World Wide, Inc. (NYSE:WWW)",NYSE:WWW,2015-10-20 08:30:00
4746,Prologis (NYSE:PLD),NYSE:PLD,2015-10-20 12:00:00
4747,Canadian Pacific Railway Limited (NYSE:CP),NYSE:CP,2015-10-20 11:00:00
4748,Lockheed Martin Corp. (NYSE:LMT),NYSE:LMT,2015-10-20 11:00:00
4749,Dover Corp. (NYSE:DOV),NYSE:DOV,2015-10-20 10:00:00
4750,"Wilshire Bancorp, Inc (NASDAQ:WIBC)",NASDAQ:WIBC,2015-10-20 14:00:00
4751,"Vascular Solutions, Inc. (NASDAQ:VASC)",NASDAQ:VASC,2015-10-20 16:30:00
4752,Zix Corporation (NASDAQ:ZIXI),NASDAQ:ZIXI,2015-10-20 17:00:00
4753,Celestica Inc. (NYSE:CLS),NYSE:CLS,2015-10-20 17:00:00
4754,"Astec Industries, Inc. (NASDAQ:ASTE)",NASDAQ:ASTE,2015-10-20 10:00:00
4755,Cathay General Bancorp (NASDAQ:CATY),NASDAQ:CATY,2015-10-20 18:00:00
4756,"Chipotle Mexican Grill, Inc. (NYSE:CMG)",NYSE:CMG,2015-10-20 16:30:00
4757,Discover Financial Services (NYSE:DFS),NYSE:DFS,2015-10-20 17:00:00
4758,"Yahoo!, Inc. (NASDAQ:YHOO)",NASDAQ:YHOO,2015-10-20 17:00:00
4759,"Manhattan Associates, Inc. (NASDAQ:MANH)",NASDAQ:MANH,2015-10-20 16:30:00
4760,"VMware, Inc. (NYSE:VMW)",NYSE:VMW,2015-10-20 17:00:00
4761,"Intuitive Surgical, Inc. (NASDAQ:ISRG)",NASDAQ:ISRG,2015-10-20 16:30:00
4762,"Interactive Brokers Group, Inc. (NASDAQ:IBKR)",NASDAQ:IBKR,2015-10-20 16:30:00
4763,"Electronics For Imaging, Inc. (NASDAQ:EFII)",NASDAQ:EFII,2015-10-20 17:00:00
4764,"Illumina, Inc. (NASDAQ:ILMN)",NASDAQ:ILMN,2015-10-20 17:00:00
4765,CEPHEID (NASDAQ:CPHD),NASDAQ:CPHD,2015-10-20 17:00:00
4766,ARM Holdings plc (NASDAQ:ARMH),NASDAQ:ARMH,2015-10-21 04:30:00
4767,FBR & Co. (NASDAQ:FBRC),NASDAQ:FBRC,2015-10-21 09:00:00
4768,ACE Limited (NYSE:ACE),NYSE:ACE,2015-10-21 08:30:00
4769,"Carlisle Cos., Inc. (NYSE:CSL)",NYSE:CSL,2015-10-21 08:00:00
4770,"New York Community Bancorp, Inc. (NYSE:NYCB)",NYSE:NYCB,2015-10-21 08:30:00
4771,"United Financial Bancorp, Inc (NASDAQ:UBNK)",NASDAQ:UBNK,2015-10-21 10:00:00
4772,"Thermo Fisher Scientific, Inc. (NYSE:TMO)",NYSE:TMO,2015-10-21 08:30:00
4773,"First Midwest Bancorp, Inc. (NASDAQ:FMBI)",NASDAQ:FMBI,2015-10-20 10:00:00
4774,Navient Corp. (NASDAQ:NAVI),NASDAQ:NAVI,2015-10-21 08:00:00
4775,"LegacyTexas Financial Group, Inc. (NASDAQ:LTXB)",NASDAQ:LTXB,2015-10-21 09:00:00
4776,Fulton Financial Corporation (NASDAQ:FULT),NASDAQ:FULT,2015-10-21 10:00:00
4777,Abbott Laboratories (NYSE:ABT),NYSE:ABT,2015-10-21 09:00:00
4778,Stepan Co. (NYSE:SCL),NYSE:SCL,2015-10-21 10:00:00
4779,"Asbury Automotive Group, Inc. (NYSE:ABG)",NYSE:ABG,2015-10-21 10:00:00
4780,"MarketAxess Holdings, Inc. (NASDAQ:MKTX)",NASDAQ:MKTX,2015-10-21 10:00:00
4781,Renasant Corporation (NASDAQ:RNST),NASDAQ:RNST,2015-10-21 10:00:00
4782,EMC Corp. (NYSE:EMC),NYSE:EMC,2015-10-21 08:30:00
4783,UniFirst Corporation (NYSE:UNF),NYSE:UNF,2015-10-21 10:00:00
4784,Capital Bank Financial Corp. (NASDAQ:CBF),NASDAQ:CBF,2015-10-21 10:00:00
4785,United Community Financial Corp. (NASDAQ:UCFC),NASDAQ:UCFC,2015-10-21 10:00:00
4786,"Interpublic Group of Cos., Inc. (NYSE:IPG)",NYSE:IPG,2015-10-21 08:30:00
4787,Nielsen Holdings Plc (NYSE:NLSN),NYSE:NLSN,2015-10-21 08:00:00
4788,The Coca-Cola Co. (NYSE:KO),NYSE:KO,2015-10-21 09:30:00
4789,"Orion Marine Group, Inc (NYSE:ORN)",NYSE:ORN,2015-10-21 10:00:00
4790,Supervalu Inc. (NYSE:SVU),NYSE:SVU,2015-10-21 10:00:00
4791,Biogen Inc. (NASDAQ:BIIB),NASDAQ:BIIB,2015-10-21 20:30:00
4792,Parnell Pharmaceuticals Holdings Ltd. (NASDAQ:PARN),NASDAQ:PARN,2015-10-21 08:00:00
4793,"Pinnacle Financial Partners, Inc. (NASDAQ:PNFP)",NASDAQ:PNFP,2015-10-21 09:30:00
4794,"Syntel, Inc. (NASDAQ:SYNT)",NASDAQ:SYNT,2015-10-21 10:00:00
4795,"Angie's List, Inc. (NASDAQ:ANGI)",NASDAQ:ANGI,2015-10-21 08:30:00
4796,"ManpowerGroup, Inc. (NYSE:MAN)",NYSE:MAN,2015-10-21 08:30:00
4797,"BankUnited, Inc. (NYSE:BKU)",NYSE:BKU,2015-10-21 09:00:00
4798,Tupperware Brands Corp. (NYSE:TUP),NYSE:TUP,2015-10-21 08:30:00
4799,"FMC Technologies, Inc. (NYSE:FTI)",NYSE:FTI,2015-10-21 09:00:00
4800,ABB Ltd. (NYSE:ABB),NYSE:ABB,2015-10-21 08:00:00
4801,"St. Jude Medical, Inc. (NYSE:STJ)",NYSE:STJ,2015-10-21 08:00:00
4802,"Heritage-Crystal Clean, Inc. (NASDAQ:HCCI)",NASDAQ:HCCI,2015-10-20 10:30:00
4803,The Boeing Co. (NYSE:BA),NYSE:BA,2015-10-21 10:30:00
4804,"A. Schulman, Inc. (NASDAQ:SHLM)",NASDAQ:SHLM,2015-10-21 10:00:00
4805,Kimberly-Clark Corporation (NYSE:KMB),NYSE:KMB,2015-10-21 10:00:00
4806,Gentex Corp. (NASDAQ:GNTX),NASDAQ:GNTX,2015-10-21 10:30:00
4807,Packaging Corp. of America (NYSE:PKG),NYSE:PKG,2015-10-21 10:00:00
4808,General Motors Co. (NYSE:GM),NYSE:GM,2015-10-21 10:00:00
4809,"Lithia Motors, Inc. (NYSE:LAD)",NYSE:LAD,2015-10-21 11:00:00
4810,Natus Medical Incorporated (NASDAQ:BABY),NASDAQ:BABY,2015-10-21 11:00:00
4811,"Illinois Tool Works, Inc. (NYSE:ITW)",NYSE:ITW,2015-10-21 10:00:00
4812,Wipro Limited (NYSE:WIT),NYSE:WIT,2015-10-21 09:45:00
4813,Northern Trust Corporation (NASDAQ:NTRS),NASDAQ:NTRS,2015-10-21 12:00:00
4814,Owens Corning (NYSE:OC),NYSE:OC,2015-10-21 11:00:00
4815,"New York Community Bancorp, Inc. (NYSE:NYCB)",NYSE:NYCB,2015-10-21 13:00:00
4816,Polaris Industries Inc. (NYSE:PII),NYSE:PII,2015-10-21 09:00:00
4817,"Silgan Holdings, Inc. (NASDAQ:SLGN)",NASDAQ:SLGN,2015-10-21 11:00:00
4818,SEI Investments Co. (NASDAQ:SEIC),NASDAQ:SEIC,2015-10-21 14:00:00
4819,"Pacific Premier Bancorp, Inc. (NASDAQ:PPBI)",NASDAQ:PPBI,2015-10-21 12:00:00
4820,"WesBanco, Inc. (NASDAQ:WSBC)",NASDAQ:WSBC,2015-10-21 13:00:00
4821,"Rush Enterprises, Inc. (NASDAQ:RUSHB)",NASDAQ:RUSHB,2015-10-21 10:00:00
4822,Robert Half International Inc. (NYSE:RHI),NYSE:RHI,2015-10-21 17:00:00
4823,NVE Corporation (NASDAQ:NVEC),NASDAQ:NVEC,2015-10-21 17:00:00
4824,Amphenol Corporation (NYSE:APH),NYSE:APH,2015-10-21 13:00:00
4825,"Dolby Laboratories, Inc. (NYSE:DLB)",NYSE:DLB,2015-10-21 17:00:00
4826,CONMED Corp. (NASDAQ:CNMD),NASDAQ:CNMD,2015-10-21 16:30:00
4827,"Texas Instruments, Incorporated. (NASDAQ:TXN)",NASDAQ:TXN,2015-10-21 17:30:00
4828,"Trueblue, Inc. (NYSE:TBI)",NYSE:TBI,2015-10-21 17:00:00
4829,Allegiant Travel Co. (NASDAQ:ALGT),NASDAQ:ALGT,2015-10-21 16:30:00
4830,"Citrix Systems, Inc. (NASDAQ:CTXS)",NASDAQ:CTXS,2015-10-21 16:45:00
4831,"Rocky Brands, Inc. (NASDAQ:RCKY)",NASDAQ:RCKY,2015-10-21 16:30:00
4832,Datalink Corporation (NASDAQ:DTLK),NASDAQ:DTLK,2015-10-21 17:00:00
4833,"Proofpoint, Inc. (NASDAQ:PFPT)",NASDAQ:PFPT,2015-10-21 16:30:00
4834,Exponent (NASDAQ:EXPO),NASDAQ:EXPO,2015-10-21 16:30:00
4835,Texas Capital Bancshares Inc. (NASDAQ:TCBI),NASDAQ:TCBI,2015-10-21 17:00:00
4836,"Polycom, Inc. (NASDAQ:PLCM)",NASDAQ:PLCM,2015-10-21 17:00:00
4837,"eBay, Inc. (NASDAQ:EBAY)",NASDAQ:EBAY,2015-10-21 17:00:00
4838,Unisys Corp. (NYSE:UIS),NYSE:UIS,2015-10-21 17:30:00
4839,"Knight Transportation, Inc. (NYSE:KNX)",NYSE:KNX,2015-10-21 16:30:00
4840,"Fortune Brands Home & Security, Inc. (NYSE:FBHS)",NYSE:FBHS,2015-10-21 16:30:00
4841,American Express Company (NYSE:AXP),NYSE:AXP,2015-10-21 17:00:00
4842,"Rush Enterprises, Inc. (NASDAQ:RUSHA)",NASDAQ:RUSHA,2015-10-21 10:00:00
4843,Mellanox Technologies Ltd. (NASDAQ:MLNX),NASDAQ:MLNX,2015-10-21 17:00:00
4844,CA Technologies (NASDAQ:CA),NASDAQ:CA,2015-10-21 17:00:00
4845,"Kinder Morgan, Inc. (NYSE:KMI)",NYSE:KMI,2015-10-21 16:30:00
4846,Tractor Supply Company (NASDAQ:TSCO),NASDAQ:TSCO,2015-10-21 17:00:00
4847,Orange SA (NYSE:ORAN),NYSE:ORAN,2015-10-22 02:30:00
4848,Logitech International (NASDAQ:LOGI),NASDAQ:LOGI,2015-10-20 08:30:00
4849,Invacare Corporation (NYSE:IVC),NYSE:IVC,2015-10-22 08:30:00
4850,Unifi Inc. (NYSE:UFI),NYSE:UFI,2015-10-22 08:30:00
4851,"Sirius XM Holdings, Inc. (NASDAQ:SIRI)",NASDAQ:SIRI,2015-10-22 08:00:00
4852,Orchids Paper Products Company (NYSEMKT:TIS),NYSEMKT:TIS,2015-10-22 10:00:00
4853,"Rogers Communications, Inc. (NYSE:RCI)",NYSE:RCI,2015-10-22 08:00:00
4854,"Stanley Black & Decker, Inc. (NYSE:SWK)",NYSE:SWK,2015-10-22 08:00:00
4855,Forward Air Corporation (NASDAQ:FWRD),NASDAQ:FWRD,2015-10-22 09:00:00
4856,"NeuroMetrix, Inc., (NASDAQ:NURO)",NASDAQ:NURO,2015-10-22 08:00:00
4857,"Nasdaq, Inc. (NASDAQ:NDAQ)",NASDAQ:NDAQ,2015-10-22 08:00:00
4858,"Medgenics, Inc. (NYSEMKT:MDGN)",NYSEMKT:MDGN,2015-10-22 08:30:00
4859,Alliance Data Systems Corp. (NYSE:ADS),NYSE:ADS,2015-10-22 08:30:00
4860,"CYS Investments, Inc. (NYSE:CYS)",NYSE:CYS,2015-10-22 09:00:00
4861,TrustCo Bank Corp.NY (NASDAQ:TRST),NASDAQ:TRST,2015-10-22 09:00:00
4862,"TriState Capital Holdings, Inc. (NASDAQ:TSC)",NASDAQ:TSC,2015-10-22 08:30:00
4863,TCF Financial Corporation (NYSE:TCB),NYSE:TCB,2015-10-22 10:00:00
4864,"Boston Private Financial Holdings, Inc. (NASDAQ:BPFH)",NASDAQ:BPFH,2015-10-22 08:00:00
4865,"DST Systems, Inc. (NYSE:DST)",NYSE:DST,2015-10-22 08:30:00
4866,Perrigo Company (NYSE:PRGO),NYSE:PRGO,2015-10-22 08:00:00
4867,Old Second Bancorp Inc (NASDAQ:OSBC),NASDAQ:OSBC,2015-10-22 11:00:00
4868,"Proto Labs, Inc. (NYSE:PRLB)",NYSE:PRLB,2015-10-22 08:30:00
4869,3M Co. (NYSE:MMM),NYSE:MMM,2015-10-22 09:00:00
4870,"Lawson Products, Inc. (NASDAQ:LAWS)",NASDAQ:LAWS,2015-10-22 09:00:00
4871,"Acorda Therapeutics, Inc. (NASDAQ:ACOR)",NASDAQ:ACOR,2015-10-22 08:30:00
4872,"Penn National Gaming, Inc. (NASDAQ:PENN)",NASDAQ:PENN,2015-10-22 09:00:00
4873,"Quest Diagnostics, Inc. (NYSE:DGX)",NYSE:DGX,2015-10-22 08:30:00
4874,"Apollo Education Group, Inc. (NASDAQ:APOL)",NASDAQ:APOL,2015-10-22 08:30:00
4875,"Allied World Assurance Company Holdings, AG (NYSE:AWH)",NYSE:AWH,2015-10-22 09:00:00
4876,"First Connecticut Bancorp, Inc. (NASDAQ:FBNK)",NASDAQ:FBNK,2015-10-22 10:30:00
4877,"Angie's List, Inc. (NYSE:XRS)",NYSE:XRS,2015-10-22 08:00:00
4878,Boise Cascade Company (NYSE:BCC),NYSE:BCC,2015-10-22 11:00:00
4879,Deltic Timber Corporation (NYSE:DEL),NYSE:DEL,2015-10-22 11:00:00
4880,Danaher Corp. (NYSE:DHR),NYSE:DHR,2015-10-22 08:00:00
4881,"Euronet Worldwide, Inc. (NASDAQ:EEFT)",NASDAQ:EEFT,2015-10-22 09:00:00
4882,USG Corp. (NYSE:USG),NYSE:USG,2015-10-22 09:00:00
4883,Community Bank System Inc. (NYSE:CBU),NYSE:CBU,2015-10-22 11:00:00
4884,Independent Bank Group (NASDAQ:IBTX),NASDAQ:IBTX,2015-10-22 08:30:00
4885,"MKS Instruments, Inc. (NASDAQ:MKSI)",NASDAQ:MKSI,2015-10-22 08:30:00
4886,Teck Resources Ltd (NYSE:TCK),NYSE:TCK,2015-10-22 11:00:00
4887,"Dunkin' Brands Group, Inc. (NASDAQ:DNKN)",NASDAQ:DNKN,2015-10-22 08:00:00
4888,"Valmont Industries, Inc. (NYSE:VMI)",NYSE:VMI,2015-10-22 09:00:00
4889,Eli Lilly & Co. (NYSE:LLY),NYSE:LLY,2015-10-22 09:00:00
4890,"Ameriprise Financial, Inc. (NYSE:AMP)",NYSE:AMP,2015-10-22 09:00:00
4891,MSA Safety Inc. (NYSE:MSA),NYSE:MSA,2015-10-22 08:30:00
4892,Raymond James Financial Inc. (NYSE:RJF),NYSE:RJF,2015-10-22 08:15:00
4893,First American Financial Corporation (NYSE:FAF),NYSE:FAF,2015-10-22 11:00:00
4894,Carpenter Technology Corp. (NYSE:CRS),NYSE:CRS,2015-10-22 10:00:00
4895,Chemical Financial Corporation (NASDAQ:CHFC),NASDAQ:CHFC,2015-10-22 10:30:00
4896,EQT GP Holdings LP (NYSE:EQGP),NYSE:EQGP,2015-10-22 11:30:00
4897,"Snap-On, Inc. (NYSE:SNA)",NYSE:SNA,2015-10-22 10:00:00
4898,IBERIABANK Corporation (NASDAQ:IBKC),NASDAQ:IBKC,2015-10-22 09:30:00
4899,Altisource Portfolio Solutions SA (NASDAQ:ASPS),NASDAQ:ASPS,2015-10-22 11:00:00
4900,"Flotek Industries, Inc. (NYSE:FTK)",NYSE:FTK,2015-10-22 08:00:00
4901,AllianceBernstein Holding L.P. (NYSE:AB),NYSE:AB,2015-10-22 08:00:00
4902,Banner Corporation (NASDAQ:BANR),NASDAQ:BANR,2015-10-22 11:00:00
4903,Raytheon Co. (NYSE:RTN),NYSE:RTN,2015-10-22 09:00:00
4904,Pool Corp. (NASDAQ:POOL),NASDAQ:POOL,2015-10-22 11:00:00
4905,"WESCO International, Inc. (NYSE:WCC)",NYSE:WCC,2015-10-22 11:00:00
4906,Costamare Inc. (NYSE:CMRE),NYSE:CMRE,2015-10-22 08:30:00
4907,Core Laboratories' (NYSE:CLB),NYSE:CLB,2015-10-22 08:30:00
4908,Yadkin Financial Corporation (NYSE:YDKN),NYSE:YDKN,2015-10-22 10:00:00
4909,"Tyler Technologies, Inc. (NYSE:TYL)",NYSE:TYL,2015-10-22 10:00:00
4910,"PulteGroup, Inc. (NYSE:PHM)",NYSE:PHM,2015-10-22 08:30:00
4911,Crown Castle International Corp. (NYSE:CCI),NYSE:CCI,2015-10-22 10:30:00
4912,"Under Armour, Inc. (NYSE:UA)",NYSE:UA,2015-10-22 08:30:00
4913,Union Pacific Corporation (NYSE:UNP),NYSE:UNP,2015-10-22 08:45:00
4914,"Graco, Inc. (NYSE:GGG)",NYSE:GGG,2015-10-22 11:00:00
4915,CVB Financial Corp (NASDAQ:CVBF),NASDAQ:CVBF,2015-10-22 10:30:00
4916,Dow Chemical Co. (NYSE:DOW),NYSE:DOW,2015-10-22 09:00:00
4917,F.N.B. Corporation (NYSE:FNB),NYSE:FNB,2015-10-22 11:03:00
4918,"Janus Capital Group, Inc. (NYSE:JNS)",NYSE:JNS,2015-10-22 10:00:00
4919,"American Electric Power Company, Inc. (NYSE:AEP)",NYSE:AEP,2015-10-22 09:00:00
4920,Comstock Mining Inc. (NYSEMKT:LODE),NYSEMKT:LODE,2015-10-22 11:00:00
4921,"Bemis Company, Inc. (NYSE:BMS)",NYSE:BMS,2015-10-22 11:00:00
4922,CoreSite Realty Corporation (NYSE:COR),NYSE:COR,2015-10-22 12:00:00
4923,Sonoco Products Co (NYSE:SON),NYSE:SON,2015-10-22 09:00:00
4924,"Caterpillar, Inc. (NYSE:CAT)",NYSE:CAT,2015-10-22 11:00:00
4925,Sandy Spring Bancorp Inc. (NASDAQ:SASR),NASDAQ:SASR,2015-10-22 14:00:00
4926,"Brookline Bancorp, Inc. (NASDAQ:BRKL)",NASDAQ:BRKL,2015-10-22 13:30:00
4927,"Ultratech, Inc. (NASDAQ:UTEK)",NASDAQ:UTEK,2015-10-22 11:00:00
4928,Heritage Financial Corp (NASDAQ:HFWA),NASDAQ:HFWA,2015-10-22 14:00:00
4929,Graphic Packaging Holding Company (NYSE:GPK),NYSE:GPK,2015-10-22 10:00:00
4930,"Benchmark Electronics, Inc. (NYSE:BHE)",NYSE:BHE,2015-10-22 11:00:00
4931,"Ryder System, Inc. (NYSE:R)",NYSE:R,2015-10-22 11:00:00
4932,GATX Corp. (NYSE:GMT),NYSE:GMT,2015-10-22 11:00:00
4933,"Dr. Pepper Snapple Group, Inc. (NYSE:DPS)",NYSE:DPS,2015-10-22 11:00:00
4934,"East West Bancorp, Inc. (NASDAQ:EWBC)",NASDAQ:EWBC,2015-10-22 11:30:00
4935,Brandywine Realty Trust (NYSE:BDN),NYSE:BDN,2015-10-22 09:00:00
4936,"Adeptus Health, Inc. (NYSE:ADPT)",NYSE:ADPT,2015-10-22 11:00:00
4937,Mobile Mini Inc. (NASDAQ:MINI),NASDAQ:MINI,2015-10-22 12:00:00
4938,"Equifax, Inc. (NYSE:EFX)",NYSE:EFX,2015-10-22 08:30:00
4939,Parker-Hannifin Corp. (NYSE:PH),NYSE:PH,2015-10-22 10:00:00
4940,Dana Holding Corp. (NYSE:DAN),NYSE:DAN,2015-10-22 10:00:00
4941,Huntington Bancshares Inc. (NASDAQ:HBAN),NASDAQ:HBAN,2015-10-22 10:00:00
4942,Trinity Biotech plc (NASDAQ:TRIB),NASDAQ:TRIB,2015-10-22 11:00:00
4943,McDonald’s Corporation (NYSE:MCD),NYSE:MCD,2015-10-22 11:00:00
4944,Cypress Semiconductor Corporation (NASDAQ:CY),NASDAQ:CY,2015-10-22 11:30:00
